      3.80 247808 15772334 1505 0 
      3.87 247808 15772334 1509 0 
      3.93 247808 15772334 1513 0 
      4.00 247808 15772332 388192 9291622 
      4.07 247808 15772331 10489955 2106991 
      4.13 247808 15772331 5247870 2633240 
      4.20 247808 15772331 13635566 4732353 
      4.27 247808 15772331 9441062 2101840 
      4.33 247808 15772331 2102220 4720094 
      4.40 247808 15772331 7343039 4201670 
      4.47 247808 15772331 13636606 2625258 
      4.53 247808 15772331 1052328 4730706 
      4.60 247808 15772331 11537113 2622541 
      4.67 247808 15772331 7344565 2100119 
      4.73 247808 15772331 6296420 4730519 
      4.80 247808 15772331 14683555 2106278 
      4.87 247808 15772331 1052282 6297858 
      4.93 247808 15772331 9440295 4198040 
      5.00 247808 15772331 2101625 2110172 
      5.07 247808 15772331 5247630 2105592 
      5.13 247808 15772331 15733112 2635517 
      5.20 247808 15772331 3150839 4725349 
      5.27 247808 15772331 10489831 4729735 
      5.33 247808 15772331 4197026 2101850 
      5.40 247808 15772331 9439913 2627757 
      5.47 247808 15772331 2665 2106085 
      5.53 247808 15772331 7345436 6825302 
      5.60 247808 15772331 9440840 2632467 
      5.67 247808 15772331 4065 2625449 
      5.73 247808 15772331 14683036 2631861 
      5.80 247808 15772331 3523 2098659 
      5.87 247808 15772331 12586374 4197504 
      5.93 247808 15772331 6295281 2360249 
      6.00 247808 15772331 2100722 2628061 
      6.07 247808 15772331 5245973 2097175 
      6.13 247808 15772331 5247989 2111834 
      6.20 247808 15772331 12587212 2635597 
      6.27 247808 15772331 3150098 8389460 
      6.33 247808 15772331 11537799 2623643 
      6.40 247808 15772331 5244943 4205746 
      6.47 247808 15772331 14684679 2623044 
      6.53 247808 15772331 1051301 2625479 
      6.60 247808 15772331 2101248 4731801 
      6.67 247808 15772331 1052042 2631616 
      6.73 247808 15772331 6294516 2624914 
      6.80 247808 15772331 4198895 2631397 
      6.87 247808 15772331 4197922 2109696 
      6.93 247808 15772331 6295181 2109169 
      7.00 247808 15772331 2099479 4723476 
      7.07 247808 15772331 11541899 2110344 
      7.13 247808 15772331 12586234 4201394 
      7.20 247808 15772331 9441192 2111455 
      7.27 247808 15772331 8393618 2372532 
      7.33 247808 15772331 7345769 8915725 
      7.40 247808 15772331 12588186 2109702 
      7.47 247808 15772331 5246527 4730280 
      7.53 247808 15772331 14684006 2105545 
      7.60 247808 15772331 7342853 2634796 
      7.67 247808 15772331 1051959 2626557 
      7.73 247808 15772331 10490981 2627340 
      7.80 247808 15772331 14684523 2626517 
      7.87 247808 15772331 3148355 2629524 
      7.93 247808 15772331 2100501 2108164 
      8.00 247808 15772331 6295182 2629907 
      8.07 247808 15772331 3149594 4201803 
      8.13 247808 15772331 8392998 2634872 
      8.20 247808 15772331 12586627 2634897 
      8.27 247808 15772331 9440713 2100363 
      8.33 247808 15772331 4198307 4730681 
      8.40 247808 15772331 13636078 2362076 
      8.47 247808 15772331 14685019 2634195 
      8.53 247808 15772331 6295617 2109307 
      8.60 247808 15772331 14684700 2626917 
      8.67 247808 15772331 3148590 2629526 
      8.73 247808 15772331 2101025 2629749 
      8.80 247808 15772331 4199309 4201201 
      8.87 247808 15772331 4197703 4722098 
      8.93 247808 15772331 5247439 2623890 
      9.00 247808 15772331 3150272 4722898 
      9.07 247808 15772331 4650 2100095 
      9.13 247808 15772331 11537931 4725695 
      9.20 247808 15772331 8393140 2630579 
      9.27 247808 15772331 11536815 2636086 
      9.33 247808 15772331 6296191 4203612 
      9.40 247808 15772331 9441071 2630221 
      9.47 247808 15772331 7343415 2102116 
      9.53 247808 15772331 4199459 2628799 
      9.60 247808 15772331 3149740 2634286 
      9.67 247808 15772331 3149247 4725090 
      9.73 247808 15772331 9439656 2108281 
      9.80 247808 15772331 6296352 2100443 
      9.87 247808 15772331 11538037 2630880 
      9.93 247808 15772331 7344296 6816058 
     10.00 247808 15772331 7344654 2633374 
     10.07 247808 15772331 15735757 8391221 
     10.13 247808 15772331 1053179 2621767 
     10.20 247808 15772331 1051326 2100237 
     10.27 247808 15772331 6293438 4196658 
     10.33 247808 15772331 5142 4206307 
     10.40 247808 15772331 9442213 2111655 
     10.47 247808 15772331 9441486 2635152 
     10.53 247808 15772331 1053641 2098711 
     10.60 247808 15772331 8393598 2103465 
     10.67 247808 15772331 10489470 2108946 
     10.73 247808 15772331 6294978 4721466 
     10.80 247808 15772331 11538061 6293473 
     10.87 247808 15772331 3150353 4197161 
     10.93 247808 15772331 3150506 2099262 
     11.00 247808 15772331 2100624 2369520 
     11.07 247808 15772331 1050649 2364023 
     11.13 247808 15772331 7344103 2624261 
     11.20 247808 15772331 5247630 2630460 
     11.27 247808 15772331 10489897 2626586 
     11.33 247808 15772331 3150166 4197709 
     11.40 247808 15772331 4741 4194304 
     11.47 247808 15772331 2100865 2099169 
     11.53 247808 15772331 6293849 6826197 
     11.60 247808 15772331 8391299 2629709 
     11.67 247808 15772331 9439718 2108173 
     11.73 247808 15772331 3149872 2623469 
     11.80 247808 15772331 8394335 2103997 
     11.87 247808 15772331 4196832 2623757 
     11.93 247808 15772331 6294791 4724556 
     12.00 247808 15772331 4139 2105692 
     12.07 247808 15772331 2100135 4208952 
     12.13 247808 15772331 13636803 2104862 
     12.20 247808 15772331 15731720 2098456 
     12.27 247808 15772331 1052214 2104723 
     12.33 247808 15772331 9440082 2629240 
     12.40 247808 15772331 13635892 2110766 
     12.47 247808 15772331 4199411 2626268 
     12.53 247808 15772331 8392640 2630648 
     12.60 247808 15772334 2033 0 
     12.67 247808 15772334 2037 0 
     12.73 247808 15772334 2041 0 
     12.80 247808 15772334 2045 0 
     12.87 247808 15772334 2049 0 
     12.93 247808 15772334 2053 0 
     13.00 247808 15772334 2057 0 
     13.07 247808 15772334 2061 0 
     13.13 247808 15772334 2065 0 
     13.20 247808 15772334 2069 0 
     13.27 247808 15772334 2073 0 
     13.33 247808 15772334 2077 0 
     13.40 247808 15772334 2081 0 
     13.47 247808 15772334 2085 0 
     13.53 247808 15772334 2089 0 
     13.60 247808 15772334 2093 0 
     13.67 247808 15772334 2097 0 
     13.73 247808 15772334 2101 0 
     13.80 247808 15772334 2105 0 
     13.87 247808 15772334 2109 0 
     13.93 247808 15772334 2113 0 
     14.00 247808 15772332 541792 9348978 
     14.07 247808 15772331 15731132 2633096 
     14.13 247808 15772331 2101421 2635744 
     14.20 247808 15772331 10489658 2104170 
     14.27 247808 15772331 1051774 4199469 
     14.33 247808 15772331 4691 2369896 
     14.40 247808 15772331 11538010 2359437 
     14.47 247808 15772331 11537967 4719443 
     14.53 247808 15772331 5246013 8400191 
     14.60 247808 15772331 5372 4202112 
     14.67 247808 15772331 2101631 2105850 
     14.73 247808 15772331 5247099 2373062 
     14.80 247808 15772331 4196657 4718970 
     14.87 247808 15772331 11537342 2627447 
     14.93 247808 15772331 12585197 2103361 
     15.00 247808 15772331 3148532 2111476 
     15.07 247808 15772331 5245938 2633268 
     15.13 247808 15772331 14682476 4202679 
     15.20 247808 15772331 15730897 4207349 
     15.27 247808 15772331 15734086 2626377 
     15.33 247808 15772331 6296633 2635267 
     15.40 247808 15772331 11537701 2635171 
     15.47 247808 15772331 13636836 2111464 
     15.53 247808 15772331 10489105 2099312 
     15.60 247808 15772331 8392567 4727760 
     15.67 247808 15772331 9439698 4723972 
     15.73 247808 15772331 7342713 2625821 
     15.80 247808 15772331 2099783 2103888 
     15.87 247808 15772331 8393495 2098788 
     15.93 247808 15772331 12586978 2097744 
     16.00 247808 15772331 6296482 2098971 
     16.07 247808 15772331 11536333 2629980 
     16.13 247808 15772331 7343692 4731649 
     16.20 247808 15772331 13636419 4203040 
     16.27 247808 15772331 13634452 6826784 
     16.33 247808 15772331 11536876 2103278 
